idx,image_id,class
87,WEL929309B5A_12-APG_ITIS_H52_1_328_4,0
88,WEL92931955A_02-APG_ITIS_H09_2_210_3,0
89,WEL929320M5A_15_1_364_2,0
90,WEL92939555A_03_1_338_3,0
91,WEL92940295A_04-APG_ITIS_H54_1_191_4,0
92,WEL929404C5A_05_2_180_2,0
93,WEL929414B5A_10_2_269_2,0
94,WEL92941675A_12_1_73_2,0
95,WEL92941675A_13_2_66_1,0
96,WEL92941716A_21_2_10_2,0
97,WEL93001355A_01_1_340_3,0
98,WEL930041D5A_03-APG_ITIS_H09_2_244_2,0
99,WEL930041D5A_11-APG_ITIS_H09_1_8_2,0
100,WEL93008555A_04-APG_ITIS_H52_1_32_4,0
101,WEL93008695A_01_1_339_3,0
102,WEL93009155A_02-APG_ITIS_H09_2_308_4,0
103,WEL93009715A_05_2_235_3,0
104,WEL93010917A_14-APG_ITIS_H09_1_93_2,0
105,WEL93011615A_03-APG_ITIS_H09_2_377_1,0
106,WEL930118D5A_07-APG_ITIS_H09_1_302_1,0
107,WEL93012462A_07-APG_ITIS_H09_2_233_1,0
108,WEL93012714A_06_2_210_2,0
109,WEL93013255A_02-APG_ITIS_H09_1_314_1,0
110,WEL930141D5A_16-APG_ITIS_H166_2_269_3,0
111,WEL930141D5A_25-APG_ITIS_H13_1_13_4,0
112,WEL93014356A_13-APG_ITIS_H166_1_331_3,0
113,WEL93014356A_24-APG_ITIS_H09_2_308_1,0
114,WEL930192D5A_10-APG_ITIS_H09_2_95_4,0
115,WEL93019915A_01-APG_ITIS_H09_2_137_3,0
116,WEL93020396A_06-APG_ITIS_H09_1_35_2,0
117,WEL93020396A_09-APG_ITIS_H09_2_219_2,0
118,WEL930205D6A_15-APG_ITIS_H13_1_374_4,0
119,WEL930205D6A_15_1_374_4,0
120,WEL93022215A_02-APG_ITIS_H13_2_121_2,0
121,WEL93023855A_02-APG_ITIS_H09_2_11_1,0
122,WEL93023855A_02-APG_ITIS_H13_1_336_1,0
123,WEL93024416A_41-APG_ITIS_H166_1_66_1,0
124,WEL93024416A_42-APG_ITIS_H166_1_365_4,0
125,WEL93024417A_28-APG_ITIS_H54_1_156_2,0
126,WEL93024417A_36-APG_ITIS_H53_2_149_1,0
127,WEL93024655A_01-APG_ITIS_H13_2_374_1,0
128,WEL93024795A_32-APG_ITIS_H166_1_329_3,0
129,WEL93024795A_37-APG_ITIS_H09_2_261_2,0
130,WEL93024895A_08-APG_ITIS_H13_1_211_2,0
131,WEL930251D5A_05-APG_ITIS_H13_2_172_3,0
132,WEL930251D5A_15-APG_ITIS_H13_1_131_2,0
133,WEL93025295A_09-APG_ITIS_H09_1_187_3,0
134,WEL93025295A_09_1_187_3,0
135,WEL930256R5A_05-APG_ITIS_H09_2_144_4,0
136,WEL93026014A_13-APG_ITIS_H09_1_370_1,0
137,WEL93026014A_17-APG_ITIS_H13_1_179_4,0
138,WEL93028815A_01-APG_ITIS_H09_1_159_2,0
139,WEL93030615A_05-APG_ITIS_H13_2_341_1,0
140,WEL93030615A_27-APG_ITIS_H09_2_66_2,0
141,WEL93030615A_28-APG_ITIS_H09_1_169_2,0
142,WEL93031615A_14-APG_ITIS_H166_1_134_3,0
143,WEL930320D5A_01-APG_ITIS_H54_2_36_2,0
144,WEL93032545A_02-APG_ITIS_H54_1_241_2,0
145,WEL93032545A_03-APG_ITIS_H54_2_327_4,0
146,WEL93032895A_04-APG_ITIS_H09_1_115_2,0
147,WEL93032895A_50-APG_ITIS_H13_2_379_1,0
148,WEL930353F5A_09-APG_ITIS_H54_2_187_4,0
149,WEL93036415A_05-APG_ITIS_H166_2_339_1,0
150,WEL930371H6A_03-APG_ITIS_H13_1_245_4,0
151,WEL93041425A_02-APG_ITIS_H09_2_27_4,0
152,WEL93043595A_13-APG_ITIS_H52_1_37_3,0
153,WEL930445R6A_03-APG_ITIS_H166_2_312_3,0
154,WEL930445R6A_04-APG_ITIS_H09_2_320_4,0
155,WEL930445R6A_44-APG_ITIS_H166_2_336_1,0
156,WEL930445R6A_50-APG_ITIS_H166_2_287_2,0
157,WEL93044696A_11-APG_ITIS_H09_1_9_4,0
158,WEL93100835A_05-APG_ITIS_H09_1_290_4,0
159,WEL931011D5A_05-APG_ITIS_H09_1_263_4,0
160,WEL93101555A_27-APG_ITIS_H166_1_99_1,0
161,WEL93104255A_28-APG_ITIS_H166_2_350_1,0
162,WEL93104255A_29-APG_ITIS_H166_1_159_1,0
163,WEL93104255A_34-APG_ITIS_H166_1_55_3,0
164,WEL93104255A_46-APG_ITIS_H166_2_69_2,0
165,WEL93104255A_47-APG_ITIS_H13_2_272_2,0
166,WEL93104796A_33-APG_ITIS_H09_2_29_1,0
167,WEL93104796A_35-APG_ITIS_H13_1_230_3,0
168,WEL93105015A_13-APG_ITIS_H13_2_370_4,0
169,WEL93105015A_14-APG_ITIS_H13_1_15_1,0
170,WEL931091D5A_03-APG_ITIS_H13_1_278_3,0
171,WEL931091D5A_30-APG_ITIS_H13_1_50_4,0
172,WEL931095D5A_14-APG_ITIS_H13_1_302_4,0
173,WEL93112555A_06-APG_ITIS_H166_1_261_2,0
174,WEL93112695A_05-APG_ITIS_H09_1_5_1,0
175,WEL93115255A_35-APG_ITIS_H09_1_180_1,0
176,WEL93117515A_02-APG_ITIS_H09_2_265_1,0
177,WEL931180D5A_02-APG_ITIS_H13_1_189_3,0
178,WEL93118555A_04-APG_ITIS_H166_1_43_4,0
179,WEL93118755A_01-APG_ITIS_H166_2_73_3,0
180,WEL93118755A_02-APG_ITIS_H166_1_66_3,0
181,WEL93118755A_08-APG_ITIS_H09_1_152_3,0
182,WEL93120156A_07-APG_ITIS_H09_1_58_4,0
183,WEL93120156A_09-APG_ITIS_H09_2_316_1,0
184,WEL93120955A_38-APG_ITIS_H09_2_148_2,0
185,WEL93123413A_09-APG_ITIS_H09_2_114_1,0
186,WEL93125313A_02-APG_ITIS_H13_1_193_4,0
187,WEL93126695A_08-APG_ITIS_H13_1_372_2,0
188,WEL93126695A_16-APG_ITIS_H13_1_86_1,0
189,WEL93127626A_01-APG_ITIS_H09_1_121_2,0
190,WEL93130911A_01-APG_ITIS_H09_1_132_4,0
191,WEL93131655A_06-APG_ITIS_H13_2_43_2,0
192,WEL931327B5A_07-APG_ITIS_H13_1_325_3,0
193,WEL93133113A_01-APG_ITIS_H13_1_112_2,0
194,WEL93133113A_12-APG_ITIS_H09_2_43_1,0
195,WEL93133113A_13-APG_ITIS_H09_1_34_4,0
196,WEL93133396A_29-APG_ITIS_H13_1_118_2,0
197,WEL93133396A_49-APG_ITIS_H13_2_81_2,0
198,WEL931336G5A_24-APG_ITIS_H116_2_318_3,0
199,WEL93134535A_06-APG_ITIS_H13_1_126_4,0
200,WEL93135555A_05-APG_ITIS_H166_1_6_3,0
201,WEL93135996A_04-APG_ITIS_H50_2_344_1,0
202,WEL93136955A_06-APG_ITIS_H52_1_86_1,0
203,WEL93136958A_16-APG_ITIS_H51_2_371_4,0
204,WEL93137355A_05-APG_ITIS_H09_2_243_4,0
205,WEL93137714A_21-APG_ITIS_H115_1_55_2,0
206,WEL93137714A_23-APG_ITIS_H116_1_201_4,0
207,WEL931381J6A_03-APG_ITIS_H09_1_289_4,0
208,WEL93138455A_08-APG_ITIS_H13_2_134_3,0
209,WEL93143855A_01-APG_ITIS_H13_1_230_3,0
210,WEL93143915A_01-APG_ITIS_H52_1_145_4,0
211,WEL932001D6A_26-APG_ITIS_H53_1_58_3,0
212,WEL93200215A_02-APG_ITIS_H09_2_48_4,0
213,WEL93204415A_07-APG_ITIS_H09_2_273_2,0
214,WEL93206415A_55-APG_ITIS_H52_1_84_2,0
215,WEL93208095A_02-APG_ITIS_H09_2_61_2,0
216,WEL93208095A_03-APG_ITIS_H13_2_346_4,0
217,WEL93208095A_05-APG_ITIS_H09_2_274_2,0
218,WEL93208095A_06-APG_ITIS_H166_2_359_1,0
219,WEL93208095A_06-APG_ITIS_H166_2_362_2,0
220,WEL93208455A_10-APG_ITIS_H13_1_111_2,0
221,WEL93208497A_17-APG_ITIS_H09_2_24_2,0
222,WEL932084H5A_14-APG_ITIS_H52_2_93_4,0
223,WEL93209914A_13-APG_ITIS_H166_1_377_2,0
224,WEL93210815A_21-APG_ITIS_H09_1_33_3,0
225,WEL93210815A_24-APG_ITIS_H09_1_90_3,0
226,WEL93210815A_35-APG_ITIS_H13_1_268_1,0
227,WEL93210816A_01-APG_ITIS_H166_1_36_2,0
228,WEL93211115A_06-APG_ITIS_H09_1_118_3,0
229,WEL932129D5A_04-APG_ITIS_H09_2_63_1,0
230,WEL932140H5A_16-APG_ITIS_H166_1_334_3,0
231,WEL932170F5A_07-APG_ITIS_H54_2_202_3,0
232,WEL93217815A_12-APG_ITIS_H166_1_284_4,0
233,WEL93218457A_02-APG_ITIS_H13_2_42_3,0
234,WEL93220159A_04-APG_ITIS_H13_1_161_4,0
235,WEL93220159A_05-APG_ITIS_H13_1_80_4,0
236,WEL93220159A_05-APG_ITIS_H13_2_194_2,0
237,WEL9322015AA_02-APG_ITIS_H09_1_241_4,0
238,WEL93221215A_14-APG_ITIS_H09_1_109_4,0
239,WEL932219D5A_19-APG_ITIS_H115_1_39_3,0
240,WEL932223M5A_09-APG_ITIS_H166_2_352_4,0
241,WEL9322301BA_13-APG_ITIS_H52_2_83_1,0
242,WEL93223195A_12-APG_ITIS_H09_2_200_4,0
243,WEL932236E5A_28-APG_ITIS_H09_1_254_3,0
244,WEL93223834A_14-APG_ITIS_H09_1_145_3,0
245,WEL93224015A_22-APG_ITIS_H54_1_221_4,0
246,WEL93224115A_22-APG_ITIS_H13_1_43_4,0
247,WEL93224115A_26-APG_ITIS_H13_2_223_1,0
248,WEL93224115A_27-APG_ITIS_H13_1_8_1,0
249,WEL93224115A_30-APG_ITIS_H13_1_93_1,0
250,WEL93224115A_33-APG_ITIS_H13_1_124_3,0
251,WEL93224115A_33-APG_ITIS_H13_2_240_2,0
252,WEL93224115A_34-APG_ITIS_H09_1_72_4,0
253,WEL93224115A_34-APG_ITIS_H09_2_58_3,0
254,WEL93224115A_34-APG_ITIS_H13_1_247_2,0
255,WEL93224115A_34-APG_ITIS_H13_1_42_3,0
256,WEL93224115A_34-APG_ITIS_H13_2_11_2,0
257,WEL93224115A_35-APG_ITIS_H13_2_282_4,0
258,WEL93224115A_36-APG_ITIS_H13_1_294_2,0
259,WEL93224115A_37-APG_ITIS_H13_1_274_2,0
260,WEL93224115A_37-APG_ITIS_H13_2_307_3,0
261,WEL93224115A_38-APG_ITIS_H13_2_19_4,0
262,WEL93224115A_38-APG_ITIS_H13_2_231_3,0
263,WEL93224115A_38-APG_ITIS_H13_2_27_2,0
264,WEL93224115A_40-APG_ITIS_H115_2_240_4,0
265,WEL93224115A_41-APG_ITIS_H115_1_258_4,0
266,WEL93224115A_42-APG_ITIS_H115_2_342_2,0
267,WEL93224115A_43-APG_ITIS_H09_2_172_4,0
268,WEL93224115A_44-APG_ITIS_H13_1_74_2,0
269,WEL93224115A_46-APG_ITIS_H13_1_28_4,0
270,WEL93224115A_57-APG_ITIS_H13_1_369_4,0
271,WEL93224115A_57-APG_ITIS_H13_2_109_3,0
272,WEL93224115A_57-APG_ITIS_H13_2_210_3,0
273,WEL93224695A_08-APG_ITIS_H52_2_371_2,0
274,WEL932249H6A_01-APG_ITIS_H09_2_377_1,0
275,WEL932249H6A_02-APG_ITIS_H09_1_91_3,0
276,WEL932255H5A_02-APG_ITIS_H53_2_277_3,0
277,WEL932255H5A_08-APG_ITIS_H53_1_217_1,0
278,WEL932255H5A_11-APG_ITIS_H53_1_327_3,0
279,WEL93225655A_20-APG_ITIS_H09_2_230_2,0
280,WEL932260D5A_41-APG_ITIS_H54_1_172_2,0
281,WEL932260D5A_41-APG_ITIS_H54_2_237_4,0
282,WEL93226255A_08-APG_ITIS_H09_2_285_1,0
283,WEL93226355A_12-APG_ITIS_H166_2_281_4,0
284,WEL932268H6A_52-APG_ITIS_H09_1_98_3,0
285,WEL93228815A_11-APG_ITIS_H52_2_264_1,0
286,WEL93228945A_02-APG_ITIS_H09_2_163_4,0
287,WEL93230455A_12-APG_ITIS_H09_1_259_2,0
288,WEL93231813A_10-APG_ITIS_H09_1_256_3,0
289,WEL932383R5A_12-APG_ITIS_H54_1_239_3,0
290,WEL93238815A_12-APG_ITIS_H13_1_77_4,0
291,WEL93300686A_02-APG_ITIS_H13_2_70_1,0
292,WEL93301814A_01-APG_ITIS_H13_2_357_2,0
293,WEL93302155A_11-APG_ITIS_H09_1_63_3,0
294,WEL93302155A_12-APG_ITIS_H09_1_36_2,0
295,WEL93302155A_13-APG_ITIS_H13_1_82_2,0
296,WEL93302155A_16-APG_ITIS_H09_2_123_3,0
297,WEL93302155A_21-APG_ITIS_H13_1_30_3,0
298,WEL93302155A_23-APG_ITIS_H13_1_175_2,0
299,WEL933061D5A_07-APG_ITIS_H54_2_213_1,0
300,WEL933061D5A_24-APG_ITIS_H52_1_365_1,0
301,WEL93306615A_02-APG_ITIS_H09_1_337_2,0
302,WEL93306715A_02-APG_ITIS_H13_2_283_4,0
303,WEL93306715A_04-APG_ITIS_H09_1_52_3,0
304,WEL93306715A_05-APG_ITIS_H13_1_53_3,0
305,WEL93306715A_06-APG_ITIS_H13_1_153_2,0
306,WEL933081G6A_29-APG_ITIS_H13_1_132_1,0
307,WEL933081G6A_32-APG_ITIS_H13_1_43_3,0
308,WEL93309714A_28-APG_ITIS_H09_2_310_2,0
309,WEL93309915A_06-APG_ITIS_H166_2_113_3,0
310,WEL93310113A_23-APG_ITIS_H13_1_352_2,0
311,WEL933111H6A_38-APG_ITIS_H53_2_127_4,0
312,WEL93311616A_01-APG_ITIS_H166_2_229_3,0
313,WEL933117D5A_06-APG_ITIS_H13_1_236_2,0
314,WEL93312545A_06-APG_ITIS_H09_2_166_3,0
315,WEL93315911A_02-APG_ITIS_H166_1_163_4,0
316,WEL933160R3A_05-APG_ITIS_H09_1_116_2,0
317,WEL933160R3A_20-APG_ITIS_H166_2_158_2,0
318,WEL933160R3A_21-APG_ITIS_H13_1_61_4,0
319,WEL93316453A_14-APG_ITIS_H09_2_52_2,0
320,WEL93316453A_19-APG_ITIS_H166_2_222_3,0
321,WEL93316453A_19-APG_ITIS_H166_2_289_2,0
322,WEL93316955A_04-APG_ITIS_H13_1_307_3,0
323,WEL93317315A_10-APG_ITIS_H52_1_304_2,0
324,WEL933187H3A_04-APG_ITIS_H09_2_223_4,0
325,WEL93319715A_14-APG_ITIS_H13_1_365_1,0
326,WEL93319795A_51-APG_ITIS_H13_1_321_4,0
327,WEL93320462A_50-APG_ITIS_H09_2_257_2,0
328,WEL93320462A_50-APG_ITIS_H09_2_295_4,0
329,WEL933206D8A_25-APG_ITIS_H115_1_197_3,0
330,WEL933207H3A_15-APG_ITIS_H13_2_88_3,0
331,WEL93321155A_08-APG_ITIS_H09_2_346_2,0
332,WEL93321155A_11-APG_ITIS_H166_1_217_1,0
333,WEL93321415A_04-APG_ITIS_H13_1_334_4,0
334,WEL93321675A_01-APG_ITIS_H09_1_223_3,0
335,WEL93322755A_02-APG_ITIS_H166_1_298_2,0
336,WEL93322755A_09-APG_ITIS_H09_1_180_1,0
337,WEL93323515A_05-APG_ITIS_H166_2_211_2,0
338,WEL93323821A_01-APG_ITIS_H09_1_228_2,0
339,WEL93324365A_10-APG_ITIS_H54_2_20_2,0
340,WEL93324365A_12-APG_ITIS_H53_2_288_2,0
341,WEL93329895A_53-APG_ITIS_H09_2_285_3,0
342,WEL933317G5A_05-APG_ITIS_H09_1_26_2,0
343,WEL933317G5A_12-APG_ITIS_H13_1_106_4,0
344,WEL933318D5A_17-APG_ITIS_H13_1_52_4,0
345,WEL93332156A_15-APG_ITIS_H166_1_241_1,0
346,WEL93332215A_14-APG_ITIS_H166_1_256_3,0
347,WEL93332495A_29-APG_ITIS_H13_1_109_2,0
348,WEL93332565A_02-APG_ITIS_H166_1_161_2,0
349,WEL93332655A_04-APG_ITIS_H13_1_14_3,0
350,WEL93332655A_08-APG_ITIS_H09_1_9_4,0
351,WEL933327M6A_02-APG_ITIS_H52_1_109_3,0
352,WEL933327M6A_03-APG_ITIS_H52_1_333_2,0
353,WEL93333055A_06-APG_ITIS_H13_1_231_3,0
354,WEL93333415A_01-APG_ITIS_H166_1_119_1,0
355,WEL93340195A_02-APG_ITIS_H09_2_109_3,0
356,WEL93340195A_09-APG_ITIS_H13_2_80_2,0
357,WEL933404M5A_08-APG_ITIS_H166_1_110_2,0
358,WEL933410E5A_13-APG_ITIS_H52_2_100_1,0
359,WEL933414K5A_18-APG_ITIS_H166_2_269_2,0
360,WEL93342816A_03-APG_ITIS_H166_1_305_4,0
361,WEL93344695A_05-APG_ITIS_H13_2_9_4,0
362,WEL93345415A_14-APG_ITIS_H09_2_315_1,0
363,WEL93345514A_12-APG_ITIS_H13_1_296_3,0
364,WEL93400415A_04-APG_ITIS_H53_2_315_2,0
365,WEL93400415A_45-APG_ITIS_H54_1_55_4,0
366,WEL93401057A_03-APG_ITIS_H09_2_161_1,0
367,WEL93402713A_02-APG_ITIS_H09_2_185_3,0
368,WEL93402713A_11-APG_ITIS_H13_2_47_2,0
369,WEL93402713A_13-APG_ITIS_H09_1_217_4,0
370,WEL93402713A_13-APG_ITIS_H09_2_159_3,0
371,WEL93402713A_13-APG_ITIS_H09_2_236_1,0
372,WEL93402713A_20-APG_ITIS_H13_2_214_3,0
373,WEL934032H5A_05-APG_ITIS_H52_1_364_1,0
374,WEL934032H5A_27-APG_ITIS_H52_2_126_1,0
375,WEL93404755A_01-APG_ITIS_H09_2_28_3,0
376,WEL93404755A_10-APG_ITIS_H09_2_321_1,0
377,WEL93404755A_11-APG_ITIS_H09_1_151_4,0
378,WEL934048H6A_35-APG_ITIS_H13_2_163_2,0
379,WEL934048H6A_43-APG_ITIS_H166_2_150_4,0
380,WEL93405281A_01-APG_ITIS_H52_2_372_2,0
381,WEL93405925A_06-APG_ITIS_H13_1_145_4,0
382,WEL93406595A_25-APG_ITIS_H13_2_91_2,0
383,WEL93406695A_03-APG_ITIS_H09_2_58_3,0
384,WEL93407514A_03-APG_ITIS_H13_1_87_2,0
385,WEL93407696A_23-APG_ITIS_H166_1_144_4,0
386,WEL93407815A_10-APG_ITIS_H09_1_247_3,0
387,WEL93409025A_08-APG_ITIS_H09_2_262_2,0
388,WEL934107G3A_05-APG_ITIS_H166_1_145_3,0
389,WEL93411095A_05-APG_ITIS_H13_2_280_4,0
390,WEL934125G5A_01-APG_ITIS_H52_2_95_2,0
391,WEL934125G5A_02-APG_ITIS_H54_2_366_4,0
392,WEL934125G5A_07-APG_ITIS_H52_2_223_4,0
393,WEL934125G5A_12-APG_ITIS_H53_1_98_3,0
394,WEL93412655A_08-APG_ITIS_H13_2_50_1,0
395,WEL934148H6A_07-APG_ITIS_H166_1_204_2,0
396,WEL93416996A_21-APG_ITIS_H09_2_43_2,0
397,WEL934176S5A_14-APG_ITIS_H09_2_343_2,0
398,WEL93418095A_11-APG_ITIS_H09_2_332_2,0
399,WEL93418155A_02-APG_ITIS_H166_2_270_4,0
400,WEL93418155A_04-APG_ITIS_H166_1_290_1,0
401,WEL93418155A_06-APG_ITIS_H166_2_227_2,0
402,WEL93418495A_04-APG_ITIS_H54_1_302_4,0
403,WEL93418495A_05-APG_ITIS_H54_2_234_3,0
404,WEL93418495A_07-APG_ITIS_H54_2_297_3,0
405,WEL93418495A_08-APG_ITIS_H52_2_208_2,0
406,WEL93418495A_14-APG_ITIS_H54_1_53_2,0
407,WEL93418495A_15-APG_ITIS_H53_1_243_4,0
408,WEL93418855A_26-APG_ITIS_H13_1_65_3,0
409,WEL93419056A_16-APG_ITIS_H13_2_136_4,0
410,WEL93419395A_06-APG_ITIS_H13_1_373_1,0
411,WEL93419395A_09-APG_ITIS_H13_2_105_4,0
412,WEL93420866A_10-APG_ITIS_H09_2_64_3,0
413,WEL934208D5A_16-APG_ITIS_H166_1_190_2,0
414,WEL93421095A_24-APG_ITIS_H52_2_270_3,0
415,WEL93424368A_17-APG_ITIS_H53_1_70_4,0
416,WEL93426115A_03-APG_ITIS_H13_1_35_3,0
417,WEL93427095A_03-APG_ITIS_H09_1_221_3,0
418,WEL93427095A_06-APG_ITIS_H09_1_359_2,0
419,WEL93427095A_06-APG_ITIS_H166_2_238_4,0
420,WEL934277E5A_10-APG_ITIS_H09_2_294_3,0
421,WEL93428715A_09-APG_ITIS_H09_2_106_4,0
422,WEL93428715A_17-APG_ITIS_H166_1_341_4,0
423,WEL93429255A_09-APG_ITIS_H13_1_263_3,0
424,WEL93429885A_03-APG_ITIS_H166_1_79_4,0
425,WEL93431316A_03-APG_ITIS_H13_2_373_4,0
426,WEL93431495A_09-APG_ITIS_H13_1_179_1,0
427,WEL93431711A_01-APG_ITIS_H13_1_344_1,0
428,WEL93431814A_07-APG_ITIS_H115_1_61_2,0
429,WEL93431814A_08-APG_ITIS_H115_1_333_4,0
430,WEL934340G5A_09-APG_ITIS_H13_1_207_2,0
431,WEL934340G5A_09-APG_ITIS_H166_2_209_3,0
432,WEL934340G5A_10-APG_ITIS_H13_1_56_3,0
433,WEL93434255A_06-APG_ITIS_H54_1_209_2,0
434,WEL93434255A_09-APG_ITIS_H52_1_247_1,0
435,WEL93434255A_10-APG_ITIS_H54_2_309_1,0
436,WEL93434255A_11-APG_ITIS_H54_2_94_4,0
437,WEL93440445A_12-APG_ITIS_H09_1_126_1,0
438,WEL934412D5A_04-APG_ITIS_H09_1_194_2,0
439,WEL93441413A_03-APG_ITIS_H166_1_163_3,0
440,WEL93442015A_04-APG_ITIS_H166_2_169_3,0
441,WEL93442015A_13-APG_ITIS_H09_2_189_4,0
442,WEL93442015A_31-APG_ITIS_H166_2_271_2,0
443,WEL93442955A_16-APG_ITIS_H54_1_349_4,0
444,WEL93443413A_19-APG_ITIS_H13_2_305_3,0
445,WEL93444756A_19-APG_ITIS_H13_1_81_3,0
446,WEL93501695A_21-APG_ITIS_H53_2_275_2,0
447,WEL93502414A_02-APG_ITIS_H13_1_231_1,0
448,WEL935052J5A_09-APG_ITIS_H53_2_83_2,0
449,WEL93506243A_01-APG_ITIS_H166_1_18_1,0
450,WEL93506243A_01-APG_ITIS_H166_2_68_1,0
451,WEL93506316A_02-APG_ITIS_H09_2_128_4,0
452,WEL93506316A_02-APG_ITIS_H09_2_132_1,0
453,WEL93507065A_05-APG_ITIS_H115_2_62_1,0
454,WEL93507065A_06-APG_ITIS_H115_2_114_4,0
455,WEL935086D5A_26-APG_ITIS_H166_1_205_3,0
456,WEL93511295A_01-APG_ITIS_H52_2_188_3,0
457,WEL93512825A_27-APG_ITIS_H13_2_139_1,0
458,WEL93512825A_34-APG_ITIS_H166_1_178_4,0
